Date,5Yr,7Yr,10Yr,20Yr,30Yr,Date_WTI,WTI_Closing_Price
2019-04-11,0.49,0.52,0.57,0.78,0.98,2019-03-20,59.83000183105469
2019-04-12,0.52,0.55,0.61,0.81,0.99,2019-03-21,59.97999954223633
2019-04-15,0.52,0.55,0.61,0.8,0.99,2019-03-22,59.040000915527344
2019-04-16,0.55,0.59,0.64,0.83,1.01,2019-03-25,58.81999969482422
2019-04-17,0.56,0.59,0.65,0.84,1.02,2019-03-26,59.93999862670898
2019-04-18,0.52,0.56,0.62,0.81,0.98,2019-03-27,59.40999984741211
2019-04-22,0.52,0.58,0.64,0.84,1.01,2019-03-28,59.29999923706055
2019-04-23,0.49,0.55,0.62,0.82,0.99,2019-03-29,60.13999938964844
2019-04-24,0.45,0.5,0.57,0.77,0.95,2019-04-01,61.59000015258789
2019-04-25,0.47,0.51,0.56,0.75,0.93,2019-04-02,62.58000183105469
2019-04-26,0.43,0.48,0.54,0.74,0.92,2019-04-03,62.459999084472656
2019-04-29,0.46,0.51,0.58,0.79,0.96,2019-04-04,62.09999847412109
2019-04-30,0.43,0.49,0.56,0.77,0.94,2019-04-05,63.08000183105469
2019-05-01,0.48,0.53,0.59,0.79,0.95,2019-04-08,64.4000015258789
2019-05-02,0.56,0.6,0.66,0.84,1.0,2019-04-09,63.97999954223633
2019-05-03,0.53,0.57,0.63,0.81,0.97,2019-04-10,64.61000061035156
2019-05-06,0.49,0.54,0.6,0.79,0.96,2019-04-11,63.58000183105469
2019-05-07,0.49,0.53,0.58,0.77,0.94,2019-04-12,63.88999938964844
2019-05-08,0.53,0.57,0.62,0.81,0.99,2019-04-15,63.400001525878906
2019-05-09,0.52,0.55,0.6,0.79,0.96,2019-04-16,64.05000305175781
2019-05-10,0.51,0.54,0.59,0.77,0.95,2019-04-17,63.7599983215332
2019-05-13,0.45,0.49,0.55,0.74,0.92,2019-04-18,64.0
2019-05-14,0.45,0.5,0.56,0.76,0.93,2019-04-22,65.69999694824219
2019-05-15,0.41,0.47,0.54,0.75,0.92,2019-04-23,66.30000305175781
2019-05-16,0.43,0.48,0.56,0.77,0.94,2019-04-24,65.88999938964844
2019-05-17,0.46,0.51,0.58,0.78,0.94,2019-04-25,65.20999908447266
2019-05-20,0.5,0.54,0.6,0.78,0.95,2019-04-26,63.29999923706055
2019-05-21,0.51,0.54,0.6,0.77,0.94,2019-04-29,63.5
2019-05-22,0.51,0.54,0.6,0.77,0.94,2019-04-30,63.90999984741211
2019-05-23,0.49,0.52,0.58,0.74,0.91,2019-05-01,63.59999847412109
2019-05-24,0.5,0.52,0.56,0.73,0.89,2019-05-02,61.810001373291016
2019-05-28,0.48,0.5,0.53,0.71,0.87,2019-05-03,61.93999862670898
2019-05-29,0.46,0.47,0.5,0.68,0.84,2019-05-06,62.25
2019-05-30,0.44,0.45,0.48,0.66,0.81,2019-05-07,61.400001525878906
2019-05-31,0.35,0.37,0.4,0.58,0.74,2019-05-08,62.119998931884766
2019-06-03,0.27,0.29,0.34,0.54,0.72,2019-05-09,61.70000076293945
2019-06-04,0.3,0.33,0.38,0.58,0.77,2019-05-10,61.65999984741211
2019-06-05,0.27,0.31,0.37,0.58,0.78,2019-05-13,61.040000915527344
2019-06-06,0.3,0.33,0.39,0.6,0.8,2019-05-14,61.77999877929688
2019-06-07,0.24,0.29,0.35,0.56,0.76,2019-05-15,62.02000045776367
2019-06-10,0.31,0.36,0.42,0.62,0.82,2019-05-16,62.869998931884766
2019-06-11,0.35,0.38,0.43,0.63,0.82,2019-05-17,62.7599983215332
2019-06-12,0.35,0.38,0.42,0.64,0.83,2019-05-20,63.09999847412109
2019-06-13,0.33,0.36,0.42,0.63,0.84,2019-05-21,62.9900016784668
2019-06-14,0.37,0.41,0.46,0.67,0.87,2019-05-22,61.41999816894531
2019-06-17,0.4,0.43,0.48,0.68,0.87,2019-05-23,57.90999984741211
2019-06-18,0.34,0.37,0.42,0.63,0.82,2019-05-24,58.630001068115234
2019-06-19,0.24,0.28,0.36,0.58,0.77,2019-05-28,59.13999938964844
2019-06-20,0.16,0.22,0.27,0.5,0.72,2019-05-29,58.810001373291016
2019-06-21,0.2,0.26,0.34,0.59,0.79,2019-05-30,56.59000015258789
2019-06-24,0.18,0.23,0.31,0.55,0.76,2019-05-31,53.5
2019-06-25,0.21,0.26,0.33,0.57,0.78,2019-06-03,53.25
2019-06-26,0.24,0.28,0.35,0.58,0.79,2019-06-04,53.47999954223633
2019-06-27,0.23,0.27,0.33,0.55,0.77,2019-06-05,51.68000030517578
2019-06-28,0.23,0.26,0.31,0.55,0.78,2019-06-06,52.59000015258789
2019-07-01,0.26,0.29,0.34,0.59,0.81,2019-06-07,53.9900016784668
2019-07-02,0.25,0.28,0.33,0.57,0.79,2019-06-10,53.2599983215332
2019-07-03,0.23,0.26,0.31,0.54,0.76,2019-06-11,53.27000045776367
2019-07-05,0.29,0.31,0.35,0.58,0.78,2019-06-12,51.13999938964844
2019-07-08,0.31,0.32,0.35,0.56,0.76,2019-06-13,52.27999877929688
2019-07-09,0.32,0.33,0.36,0.57,0.75,2019-06-14,52.5099983215332
2019-07-10,0.23,0.27,0.33,0.55,0.76,2019-06-17,51.93000030517578
2019-07-11,0.25,0.3,0.36,0.59,0.81,2019-06-18,53.900001525878906
2019-07-12,0.24,0.28,0.35,0.58,0.8,2019-06-19,53.7599983215332
2019-07-15,0.23,0.26,0.32,0.55,0.77,2019-06-20,56.650001525878906
2019-07-16,0.25,0.28,0.33,0.56,0.78,2019-06-21,57.43000030517578
2019-07-17,0.23,0.26,0.31,0.54,0.75,2019-06-24,57.900001525878906
2019-07-18,0.18,0.2,0.25,0.5,0.74,2019-06-25,57.83000183105469
2019-07-19,0.2,0.22,0.25,0.5,0.75,2019-06-26,59.380001068115234
2019-07-22,0.21,0.23,0.26,0.5,0.75,2019-06-27,59.43000030517578
2019-07-23,0.22,0.24,0.27,0.51,0.76,2019-06-28,58.470001220703125
2019-07-24,0.23,0.24,0.26,0.5,0.75,2019-07-01,59.09000015258789
2019-07-25,0.25,0.26,0.28,0.51,0.76,2019-07-02,56.25
2019-07-26,0.28,0.29,0.3,0.53,0.78,2019-07-03,57.34000015258789
2019-07-29,0.27,0.28,0.29,0.53,0.78,2019-07-05,57.5099983215332
2019-07-30,0.26,0.27,0.28,0.51,0.77,2019-07-08,57.65999984741211
2019-07-31,0.28,0.27,0.26,0.47,0.72,2019-07-09,57.83000183105469
2019-08-01,0.21,0.2,0.2,0.44,0.71,2019-07-10,60.43000030517578
2019-08-02,0.21,0.2,0.2,0.43,0.69,2019-07-11,60.20000076293945
2019-08-05,0.16,0.16,0.15,0.38,0.65,2019-07-12,60.209999084472656
2019-08-06,0.13,0.12,0.11,0.34,0.6,2019-07-15,59.58000183105469
2019-08-07,0.14,0.11,0.09,0.32,0.56,2019-07-16,57.619998931884766
2019-08-08,0.11,0.09,0.07,0.3,0.54,2019-07-17,56.77999877929688
2019-08-09,0.13,0.1,0.08,0.3,0.55,2019-07-18,55.29999923706055
2019-08-12,0.1,0.07,0.04,0.26,0.47,2019-07-19,55.630001068115234
2019-08-13,0.13,0.09,0.05,0.27,0.49,2019-07-22,56.220001220703125
2019-08-14,0.15,0.09,0.02,0.23,0.44,2019-07-23,56.77000045776367
2019-08-15,0.08,0.03,-0.02,0.17,0.41,2019-07-24,55.880001068115234
2019-08-16,0.08,0.05,0.01,0.2,0.44,2019-07-25,56.02000045776367
2019-08-19,0.11,0.07,0.04,0.27,0.49,2019-07-26,56.20000076293945
2019-08-20,0.08,0.05,0.02,0.22,0.48,2019-07-29,56.869998931884766
2019-08-21,0.13,0.09,0.05,0.28,0.5,2019-07-30,58.04999923706055
2019-08-22,0.15,0.11,0.07,0.29,0.51,2019-07-31,58.58000183105469
2019-08-23,0.05,0.02,-0.02,0.19,0.42,2019-08-01,53.95000076293945
2019-08-26,0.09,0.05,0.0,0.2,0.44,2019-08-02,55.65999984741211
2019-08-27,0.04,-0.01,-0.06,0.11,0.36,2019-08-05,54.68999862670898
2019-08-28,0.01,-0.04,-0.08,0.08,0.32,2019-08-06,53.630001068115234
2019-08-29,0.01,-0.04,-0.09,0.07,0.31,2019-08-07,51.09000015258789
2019-08-30,0.04,-0.01,-0.05,0.16,0.35,2019-08-08,52.540000915527344
2019-09-03,0.06,0.01,-0.03,0.14,0.37,2019-08-09,54.5
2019-09-04,0.01,-0.02,-0.04,0.18,0.39,2019-08-12,54.93000030517578
2019-09-05,0.08,0.04,0.01,0.23,0.43,2019-08-13,57.09999847412109
2019-09-06,0.07,0.03,0.01,0.21,0.41,2019-08-14,55.22999954223633
2019-09-09,0.11,0.08,0.06,0.27,0.47,2019-08-15,54.470001220703125
2019-09-10,0.18,0.14,0.12,0.34,0.54,2019-08-16,54.869998931884766
2019-09-11,0.2,0.17,0.15,0.36,0.56,2019-08-19,56.209999084472656
2019-09-12,0.22,0.19,0.16,0.38,0.58,2019-08-20,56.34000015258789
2019-09-13,0.29,0.25,0.23,0.45,0.65,2019-08-21,55.68000030517578
2019-09-16,0.21,0.19,0.17,0.39,0.59,2019-08-22,55.34999847412109
2019-09-17,0.2,0.17,0.15,0.36,0.56,2019-08-23,54.16999816894531
2019-09-18,0.28,0.23,0.21,0.41,0.59,2019-08-26,53.63999938964844
2019-09-19,0.25,0.21,0.18,0.38,0.57,2019-08-27,54.93000030517578
2019-09-20,0.19,0.14,0.13,0.32,0.5,2019-08-28,55.77999877929688
2019-09-23,0.17,0.13,0.11,0.31,0.49,2019-08-29,56.709999084472656
2019-09-24,0.13,0.08,0.06,0.27,0.45,2019-08-30,55.09999847412109
2019-09-25,0.19,0.15,0.13,0.33,0.52,2019-09-03,53.93999862670898
2019-09-26,0.19,0.15,0.13,0.33,0.51,2019-09-04,56.2599983215332
2019-09-27,0.2,0.17,0.16,0.35,0.53,2019-09-05,56.29999923706055
2019-09-30,0.2,0.16,0.15,0.34,0.53,2019-09-06,56.52000045776367
2019-10-01,0.18,0.14,0.13,0.33,0.52,2019-09-09,57.84999847412109
2019-10-02,0.14,0.11,0.1,0.31,0.51,2019-09-10,57.400001525878906
2019-10-03,0.09,0.06,0.06,0.27,0.48,2019-09-11,55.75
2019-10-04,0.07,0.03,0.02,0.23,0.43,2019-09-12,55.09000015258789
2019-10-07,0.11,0.06,0.05,0.26,0.46,2019-09-13,54.84999847412109
2019-10-08,0.11,0.07,0.06,0.28,0.48,2019-09-16,62.900001525878906
2019-10-09,0.16,0.12,0.1,0.32,0.52,2019-09-17,59.34000015258789
2019-10-10,0.19,0.16,0.15,0.36,0.57,2019-09-18,58.11000061035156
2019-10-11,0.25,0.21,0.2,0.4,0.59,2019-09-19,58.130001068115234
2019-10-15,0.26,0.22,0.21,0.41,0.59,2019-09-20,58.09000015258789
2019-10-16,0.22,0.19,0.18,0.39,0.6,2019-09-23,58.63999938964844
2019-10-17,0.05,0.09,0.17,0.4,0.59,2019-09-24,57.290000915527344
2019-10-18,0.04,0.08,0.16,0.39,0.58,2019-09-25,56.4900016784668
2019-10-21,0.08,0.11,0.19,0.42,0.6,2019-09-26,56.40999984741211
2019-10-22,0.07,0.11,0.17,0.38,0.58,2019-09-27,55.90999984741211
2019-10-23,0.06,0.09,0.16,0.37,0.56,2019-09-30,54.06999969482422
2019-10-24,0.06,0.09,0.15,0.37,0.56,2019-10-01,53.619998931884766
2019-10-25,0.07,0.1,0.15,0.38,0.56,2019-10-02,52.63999938964844
2019-10-28,0.13,0.15,0.21,0.43,0.61,2019-10-03,52.45000076293945
2019-10-29,0.15,0.18,0.23,0.45,0.64,2019-10-04,52.810001373291016
2019-10-30,0.14,0.16,0.21,0.42,0.6,2019-10-07,52.75
2019-10-31,0.07,0.09,0.15,0.37,0.55,2019-10-08,52.630001068115234
2019-11-01,0.05,0.08,0.14,0.35,0.54,2019-10-09,52.59000015258789
2019-11-04,0.04,0.08,0.15,0.36,0.56,2019-10-10,53.54999923706055
2019-11-05,0.08,0.12,0.18,0.39,0.58,2019-10-11,54.70000076293945
2019-11-06,0.06,0.09,0.15,0.36,0.54,2019-10-14,53.59000015258789
2019-11-07,0.13,0.17,0.23,0.43,0.61,2019-10-15,52.810001373291016
2019-11-08,0.11,0.16,0.23,0.44,0.63,2019-10-16,53.36000061035156
2019-11-12,0.13,0.17,0.22,0.42,0.61,2019-10-17,53.93000030517578
2019-11-13,0.11,0.16,0.22,0.42,0.6,2019-10-18,53.77999877929688
2019-11-14,0.09,0.14,0.2,0.4,0.58,2019-10-21,53.310001373291016
2019-11-15,0.13,0.16,0.21,0.41,0.59,2019-10-22,54.15999984741211
2019-11-18,0.09,0.13,0.18,0.39,0.57,2019-10-23,55.970001220703125
2019-11-19,0.1,0.12,0.16,0.37,0.53,2019-10-24,56.22999954223633
2019-11-20,0.07,0.09,0.13,0.33,0.49,2019-10-25,56.65999984741211
2019-11-21,0.09,0.1,0.14,0.34,0.51,2019-10-28,55.810001373291016
2019-11-22,0.09,0.11,0.15,0.34,0.49,2019-10-29,55.540000915527344
2019-11-25,0.09,0.1,0.14,0.32,0.47,2019-10-30,55.060001373291016
2019-11-26,0.06,0.08,0.12,0.3,0.44,2019-10-31,54.18000030517578
2019-11-27,0.09,0.11,0.14,0.32,0.47,2019-11-01,56.20000076293945
2019-11-29,0.12,0.13,0.17,0.35,0.5,2019-11-04,56.540000915527344
2019-12-02,0.11,0.14,0.18,0.38,0.54,2019-11-05,57.22999954223633
2019-12-03,0.03,0.05,0.09,0.28,0.44,2019-11-06,56.34999847412109
2019-12-04,0.06,0.07,0.11,0.31,0.47,2019-11-07,57.150001525878906
2019-12-05,0.07,0.09,0.13,0.33,0.49,2019-11-08,57.2400016784668
2019-12-06,0.08,0.1,0.15,0.35,0.51,2019-11-11,56.86000061035156
2019-12-09,0.08,0.11,0.14,0.33,0.51,2019-11-12,56.79999923706055
2019-12-10,0.09,0.11,0.14,0.33,0.5,2019-11-13,57.119998931884766
2019-12-11,0.04,0.07,0.1,0.3,0.47,2019-11-14,56.77000045776367
2019-12-12,0.11,0.13,0.18,0.37,0.53,2019-11-15,57.720001220703125
2019-12-13,0.04,0.07,0.12,0.32,0.5,2019-11-18,57.04999923706055
2019-12-16,0.08,0.11,0.16,0.35,0.52,2019-11-19,55.209999084472656
2019-12-17,0.06,0.09,0.14,0.34,0.52,2019-11-20,57.11000061035156
2019-12-18,0.06,0.1,0.16,0.36,0.54,2019-11-21,58.58000183105469
2019-12-19,0.05,0.09,0.15,0.34,0.52,2019-11-22,57.77000045776367
2019-12-20,0.06,0.1,0.15,0.35,0.52,2019-11-25,58.0099983215332
2019-12-23,0.08,0.12,0.18,0.37,0.55,2019-11-26,58.40999984741211
2019-12-24,0.05,0.09,0.15,0.35,0.53,2019-11-27,58.11000061035156
2019-12-26,0.06,0.1,0.16,0.36,0.54,2019-11-29,55.16999816894531
2019-12-27,0.04,0.08,0.15,0.36,0.54,2019-12-02,55.959999084472656
2019-12-30,0.02,0.08,0.15,0.38,0.55,2019-12-03,56.09999847412109
2019-12-31,0.01,0.07,0.15,0.39,0.58,2019-12-04,58.43000030517578
2020-01-02,-0.05,0.01,0.08,0.32,0.5,2019-12-05,58.43000030517578
2020-01-03,-0.1,-0.05,0.03,0.26,0.45,2019-12-06,59.20000076293945
2020-01-06,-0.08,-0.02,0.06,0.29,0.48,2019-12-09,59.02000045776367
2020-01-07,-0.05,0.01,0.09,0.33,0.52,2019-12-10,59.2400016784668
2020-01-08,-0.01,0.04,0.12,0.35,0.54,2019-12-11,58.7599983215332
2020-01-09,-0.02,0.03,0.11,0.33,0.52,2019-12-12,59.18000030517578
2020-01-10,-0.04,0.01,0.07,0.29,0.47,2019-12-13,60.06999969482422
2020-01-13,-0.05,0.01,0.08,0.3,0.48,2019-12-16,60.209999084472656
2020-01-14,-0.07,-0.02,0.05,0.27,0.46,2019-12-17,60.93999862670898
2020-01-15,-0.07,-0.02,0.04,0.26,0.44,2019-12-18,60.93000030517578
2020-01-16,-0.05,0.0,0.07,0.29,0.46,2019-12-19,61.220001220703125
2020-01-17,-0.05,0.01,0.09,0.31,0.49,2019-12-20,60.43999862670898
2020-01-21,-0.09,-0.04,0.04,0.27,0.44,2019-12-23,60.52000045776367
2020-01-22,-0.07,-0.02,0.05,0.27,0.44,2019-12-24,61.11000061035156
2020-01-23,-0.09,-0.04,0.04,0.25,0.41,2019-12-26,61.68000030517578
2020-01-24,-0.11,-0.06,0.02,0.22,0.38,2019-12-27,61.720001220703125
2020-01-27,-0.12,-0.08,-0.02,0.17,0.33,2019-12-30,61.68000030517578
2020-01-28,-0.12,-0.07,0.0,0.2,0.36,2019-12-31,61.060001373291016
2020-01-29,-0.17,-0.12,-0.04,0.17,0.32,2020-01-02,61.18000030517578
2020-01-30,-0.2,-0.15,-0.07,0.14,0.3,2020-01-03,63.04999923706055
2020-01-31,-0.28,-0.22,-0.14,0.09,0.26,2020-01-06,63.27000045776367
2020-02-03,-0.21,-0.16,-0.09,0.13,0.3,2020-01-07,62.70000076293945
2020-02-04,-0.16,-0.11,-0.03,0.19,0.36,2020-01-08,59.61000061035156
2020-02-05,-0.15,-0.09,0.0,0.23,0.4,2020-01-09,59.560001373291016
2020-02-06,-0.16,-0.11,-0.02,0.21,0.36,2020-01-10,59.040000915527344
2020-02-07,-0.2,-0.15,-0.07,0.15,0.31,2020-01-13,58.08000183105469
2020-02-10,-0.24,-0.18,-0.1,0.14,0.3,2020-01-14,58.22999954223633
2020-02-11,-0.2,-0.14,-0.06,0.17,0.34,2020-01-15,57.810001373291016
2020-02-12,-0.19,-0.12,-0.04,0.2,0.36,2020-01-16,58.52000045776367
2020-02-13,-0.22,-0.15,-0.06,0.18,0.33,2020-01-17,58.540000915527344
2020-02-14,-0.22,-0.16,-0.07,0.16,0.32,2020-01-21,58.34000015258789
2020-02-18,-0.25,-0.19,-0.1,0.13,0.28,2020-01-22,56.7400016784668
2020-02-19,-0.24,-0.17,-0.09,0.14,0.29,2020-01-23,55.59000015258789
2020-02-20,-0.26,-0.19,-0.11,0.1,0.26,2020-01-24,54.18999862670898
2020-02-21,-0.3,-0.24,-0.15,0.07,0.22,2020-01-27,53.13999938964844
2020-02-24,-0.36,-0.3,-0.21,0.04,0.19,2020-01-28,53.47999954223633
2020-02-25,-0.36,-0.29,-0.2,0.04,0.19,2020-01-29,53.33000183105469
2020-02-26,-0.36,-0.3,-0.21,0.04,0.2,2020-01-30,52.13999938964844
2020-02-27,-0.37,-0.31,-0.23,0.01,0.19,2020-01-31,51.560001373291016
2020-02-28,-0.44,-0.37,-0.28,0.0,0.24,2020-02-03,50.11000061035156
2020-03-02,-0.44,-0.39,-0.31,-0.09,0.11,2020-02-04,49.61000061035156
2020-03-03,-0.57,-0.51,-0.43,-0.17,0.05,2020-02-05,50.75
2020-03-04,-0.59,-0.53,-0.44,-0.18,0.04,2020-02-06,50.95000076293945
2020-03-05,-0.61,-0.56,-0.48,-0.24,-0.01,2020-02-07,50.31999969482422
2020-03-06,-0.56,-0.57,-0.57,-0.41,-0.22,2020-02-10,49.56999969482422
2020-03-09,-0.34,-0.44,-0.45,-0.32,-0.2,2020-02-11,49.93999862670898
2020-03-10,-0.14,-0.23,-0.24,-0.08,0.06,2020-02-12,51.16999816894531
2020-03-11,-0.03,-0.13,-0.14,0.0,0.13,2020-02-13,51.41999816894531
2020-03-12,0.03,-0.04,-0.04,0.14,0.3,2020-02-14,52.04999923706055
2020-03-13,0.17,0.07,0.04,0.22,0.39,2020-02-18,52.04999923706055
2020-03-16,0.19,0.04,0.0,0.17,0.31,2020-02-19,53.290000915527344
2020-03-17,0.5,0.41,0.39,0.54,0.67,2020-02-20,53.77999877929688
2020-03-18,0.63,0.56,0.55,0.66,0.75,2020-02-21,53.380001068115234
2020-03-19,0.52,0.56,0.62,0.71,0.78,2020-02-24,51.43000030517578
2020-03-20,0.21,0.17,0.17,0.26,0.34,2020-02-25,49.900001525878906
2020-03-23,0.01,-0.03,-0.04,-0.02,-0.01,2020-02-26,48.72999954223633
2020-03-24,-0.03,-0.11,-0.13,-0.09,-0.07,2020-02-27,47.09000015258789
2020-03-25,-0.13,-0.18,-0.19,-0.09,0.0,2020-02-28,44.7599983215332
2020-03-26,-0.21,-0.24,-0.24,-0.14,-0.05,2020-03-02,46.75
2020-03-27,-0.13,-0.2,-0.22,-0.12,-0.03,2020-03-03,47.18000030517578
2020-03-30,-0.18,-0.24,-0.25,-0.1,0.04,2020-03-04,46.77999877929688
2020-03-31,-0.12,-0.16,-0.17,0.0,0.16,2020-03-05,45.900001525878906
2020-04-01,-0.19,-0.27,-0.29,-0.1,0.07,2020-03-06,41.27999877929688
2020-04-02,-0.34,-0.39,-0.4,-0.21,-0.03,2020-03-09,31.1299991607666
2020-04-03,-0.39,-0.45,-0.46,-0.26,-0.08,2020-03-10,34.36000061035156
2020-04-06,-0.41,-0.47,-0.47,-0.28,-0.09,2020-03-11,32.97999954223633
2020-04-07,-0.38,-0.42,-0.42,-0.24,-0.06,2020-03-12,31.5
2020-04-08,-0.4,-0.42,-0.42,-0.24,-0.04,2020-03-13,31.729999542236328
2020-04-09,-0.49,-0.5,-0.5,-0.32,-0.12,2020-03-16,28.700000762939453
2020-04-13,-0.5,-0.51,-0.5,-0.33,-0.13,2020-03-17,26.950000762939453
2020-04-14,-0.52,-0.53,-0.53,-0.35,-0.14,2020-03-18,20.3700008392334
2020-04-15,-0.53,-0.56,-0.56,-0.38,-0.19,2020-03-19,25.21999931335449
2020-04-16,-0.35,-0.41,-0.42,-0.25,-0.09,2020-03-20,22.43000030517578
2020-04-17,-0.31,-0.36,-0.36,-0.19,-0.02,2020-03-23,23.36000061035156
2020-04-20,-0.21,-0.3,-0.31,-0.16,-0.04,2020-03-24,24.01000022888184
2020-04-21,-0.24,-0.37,-0.38,-0.25,-0.14,2020-03-25,24.489999771118164
2020-04-22,-0.32,-0.42,-0.43,-0.29,-0.17,2020-03-26,22.600000381469727
2020-04-23,-0.3,-0.41,-0.44,-0.31,-0.2,2020-03-27,21.51000022888184
2020-04-24,-0.36,-0.48,-0.51,-0.38,-0.26,2020-03-30,20.09000015258789
2020-04-27,-0.37,-0.47,-0.5,-0.36,-0.24,2020-03-31,20.479999542236328
2020-04-28,-0.39,-0.5,-0.52,-0.38,-0.26,2020-04-01,20.309999465942383
2020-04-29,-0.42,-0.49,-0.51,-0.35,-0.22,2020-04-02,25.31999969482422
2020-04-30,-0.36,-0.42,-0.43,-0.27,-0.12,2020-04-03,28.34000015258789
2020-05-01,-0.32,-0.4,-0.42,-0.26,-0.12,2020-04-06,26.07999992370605
2020-05-04,-0.33,-0.41,-0.43,-0.27,-0.12,2020-04-07,23.6299991607666
2020-05-05,-0.35,-0.42,-0.44,-0.27,-0.12,2020-04-08,25.09000015258789
2020-05-06,-0.34,-0.38,-0.38,-0.21,-0.04,2020-04-09,22.76000022888184
2020-05-07,-0.41,-0.44,-0.45,-0.28,-0.11,2020-04-13,22.40999984741211
2020-05-08,-0.41,-0.43,-0.43,-0.25,-0.07,2020-04-14,20.11000061035156
2020-05-11,-0.39,-0.41,-0.4,-0.23,-0.05,2020-04-15,19.8700008392334
2020-05-12,-0.38,-0.4,-0.4,-0.23,-0.05,2020-04-16,19.8700008392334
2020-05-13,-0.4,-0.43,-0.43,-0.25,-0.08,2020-04-17,18.270000457763672
2020-05-14,-0.4,-0.43,-0.43,-0.26,-0.09,2020-04-20,-37.630001068115234
2020-05-15,-0.44,-0.45,-0.45,-0.28,-0.11,2020-04-21,10.010000228881836
2020-05-18,-0.46,-0.46,-0.44,-0.25,-0.07,2020-04-22,13.779999732971191
2020-05-19,-0.47,-0.47,-0.45,-0.25,-0.06,2020-04-23,16.5
2020-05-20,-0.49,-0.49,-0.48,-0.29,-0.1,2020-04-24,16.940000534057617
2020-05-21,-0.46,-0.46,-0.46,-0.27,-0.08,2020-04-27,12.779999732971191
2020-05-22,-0.46,-0.46,-0.46,-0.28,-0.08,2020-04-28,12.34000015258789
2020-05-26,-0.47,-0.46,-0.44,-0.24,-0.03,2020-04-29,15.0600004196167
2020-05-27,-0.48,-0.48,-0.46,-0.25,-0.03,2020-04-30,18.84000015258789
2020-05-28,-0.52,-0.52,-0.48,-0.24,-0.05,2020-05-01,19.780000686645508
2020-05-29,-0.53,-0.53,-0.5,-0.27,-0.07,2020-05-04,20.38999938964844
2020-06-01,-0.53,-0.53,-0.52,-0.3,-0.06,2020-05-05,24.559999465942383
2020-06-02,-0.52,-0.52,-0.5,-0.26,-0.03,2020-05-06,23.989999771118164
2020-06-03,-0.5,-0.49,-0.44,-0.19,0.02,2020-05-07,23.549999237060547
2020-06-04,-0.48,-0.45,-0.4,-0.15,0.06,2020-05-08,24.739999771118164
2020-06-05,-0.48,-0.43,-0.36,-0.12,0.1,2020-05-11,24.13999938964844
2020-06-08,-0.53,-0.48,-0.4,-0.15,0.08,2020-05-12,25.780000686645508
2020-06-09,-0.58,-0.51,-0.42,-0.16,0.05,2020-05-13,25.290000915527344
2020-06-10,-0.67,-0.61,-0.52,-0.25,-0.03,2020-05-14,27.559999465942383
2020-06-11,-0.63,-0.61,-0.55,-0.31,-0.1,2020-05-15,29.43000030517578
2020-06-12,-0.62,-0.57,-0.5,-0.26,-0.04,2020-05-18,31.81999969482422
2020-06-15,-0.65,-0.59,-0.52,-0.27,-0.05,2020-05-19,32.5
2020-06-16,-0.68,-0.62,-0.52,-0.23,-0.01,2020-05-20,33.4900016784668
2020-06-17,-0.67,-0.61,-0.52,-0.24,-0.01,2020-05-21,33.91999816894531
2020-06-18,-0.78,-0.69,-0.57,-0.29,-0.07,2020-05-22,33.25
2020-06-19,-0.73,-0.68,-0.6,-0.33,-0.09,2020-05-26,34.349998474121094
2020-06-22,-0.77,-0.71,-0.63,-0.36,-0.12,2020-05-27,32.810001373291016
2020-06-23,-0.81,-0.75,-0.66,-0.38,-0.14,2020-05-28,33.709999084472656
2020-06-24,-0.77,-0.72,-0.64,-0.38,-0.14,2020-05-29,35.4900016784668
2020-06-25,-0.79,-0.73,-0.65,-0.4,-0.16,2020-06-01,35.439998626708984
2020-06-26,-0.81,-0.76,-0.68,-0.43,-0.2,2020-06-02,36.810001373291016
2020-06-29,-0.86,-0.8,-0.7,-0.41,-0.18,2020-06-03,37.290000915527344
2020-06-30,-0.87,-0.79,-0.68,-0.38,-0.15,2020-06-04,37.40999984741211
2020-07-01,-0.86,-0.79,-0.68,-0.38,-0.15,2020-06-05,39.54999923706055
2020-07-02,-0.92,-0.84,-0.73,-0.42,-0.18,2020-06-08,38.18999862670898
2020-07-06,-0.97,-0.88,-0.76,-0.44,-0.2,2020-06-09,38.93999862670898
2020-07-07,-0.97,-0.89,-0.78,-0.47,-0.23,2020-06-10,39.59999847412109
2020-07-08,-0.95,-0.87,-0.75,-0.43,-0.19,2020-06-11,36.34000015258789
2020-07-09,-0.94,-0.87,-0.77,-0.48,-0.24,2020-06-12,36.2599983215332
2020-07-10,-0.95,-0.87,-0.76,-0.46,-0.22,2020-06-15,37.119998931884766
2020-07-13,-0.97,-0.9,-0.78,-0.48,-0.24,2020-06-16,38.380001068115234
2020-07-14,-0.99,-0.9,-0.78,-0.48,-0.25,2020-06-17,37.959999084472656
2020-07-15,-1.0,-0.9,-0.77,-0.46,-0.24,2020-06-18,38.84000015258789
2020-07-16,-1.02,-0.92,-0.79,-0.48,-0.27,2020-06-19,39.75
2020-07-17,-1.06,-0.96,-0.82,-0.5,-0.28,2020-06-22,40.459999084472656
2020-07-20,-1.08,-0.97,-0.84,-0.52,-0.3,2020-06-23,40.369998931884766
2020-07-21,-1.13,-1.01,-0.87,-0.54,-0.32,2020-06-24,38.0099983215332
